ID,Name,State,temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,,
AL-001,Autauga County,Alabama,65,1.4,96,63.6,,
AL-003,Baldwin County,Alabama,67.7,1.3,96,66.4,,
AL-005,Barbour County,Alabama,65,0.5,76,64.5,,
AL-007,Bibb County,Alabama,63.7,1.2,93,62.5,,
AL-009,Blount County,Alabama,62.7,2.4,103,60.3,,
AL-011,Bullock County,Alabama,64.6,0.8,80,63.8,,
AL-013,Butler County,Alabama,65,0.6,79,64.4,,
AL-015,Calhoun County,Alabama,62.7,2,100,60.7,,
AL-017,Chambers County,Alabama,63.4,2.1,105,61.3,,
AL-019,Cherokee County,Alabama,62.4,2,98,60.4,,
AL-021,Chilton County,Alabama,63.6,1.2,94,62.4,,
AL-023,Choctaw County,Alabama,66.3,1.9,104,64.4,,
AL-025,Clarke County,Alabama,65.6,0.9,84,64.7,,
AL-027,Clay County,Alabama,62.1,1.5,96,60.6,,
AL-029,Cleburne County,Alabama,62.2,2.5,107,59.7,,
AL-031,Coffee County,Alabama,65.7,0.6,80,65.1,,
AL-033,Colbert County,Alabama,61.9,2.1,97,59.8,,
AL-035,Conecuh County,Alabama,65.7,0.6,79,65.1,,
AL-037,Coosa County,Alabama,63.1,1.1,91,62,,
AL-039,Covington County,Alabama,65.7,0.4,75,65.3,,
AL-041,Crenshaw County,Alabama,64.8,0.5,80,64.3,,
AL-043,Cullman County,Alabama,62.3,2.2,97,60.1,,
AL-045,Dale County,Alabama,65.9,0.5,78,65.4,,
AL-047,Dallas County,Alabama,65.5,1.5,98,64,,
AL-049,DeKalb County,Alabama,61.1,1.9,97,59.2,,
AL-051,Elmore County,Alabama,64.6,1.3,95,63.3,,
AL-053,Escambia County,Alabama,66.2,0.5,75,65.7,,
AL-055,Etowah County,Alabama,62.5,1.9,95,60.6,,
AL-057,Fayette County,Alabama,62,0.3,70,61.7,,
AL-059,Franklin County,Alabama,60.9,1.1,88,59.8,,
AL-061,Geneva County,Alabama,66.5,0.6,79,65.9,,
AL-063,Greene County,Alabama,65.2,1.6,95,63.6,,
AL-065,Hale County,Alabama,64.8,1.4,95,63.4,,
AL-067,Henry County,Alabama,66,0.6,79,65.4,,
AL-069,Houston County,Alabama,66.9,0.6,80,66.3,,
AL-071,Jackson County,Alabama,61.4,2,98,59.4,,
AL-073,Jefferson County,Alabama,63.4,1.9,98,61.5,,
AL-075,Lamar County,Alabama,62.6,0.8,82,61.8,,
AL-077,Lauderdale County,Alabama,61.8,2.3,101,59.5,,
AL-079,Lawrence County,Alabama,61.5,1.6,91,59.9,,
AL-081,Lee County,Alabama,64.4,2,100,62.4,,
AL-083,Limestone County,Alabama,62,2.2,98,59.8,,
AL-085,Lowndes County,Alabama,65.6,1.2,91,64.4,,
AL-087,Macon County,Alabama,64.9,1.4,95,63.5,,
AL-089,Madison County,Alabama,62.1,2.3,98,59.8,,
AL-091,Marengo County,Alabama,65.7,1.6,99,64.1,,
AL-093,Marion County,Alabama,60.8,0.3,75,60.5,,
AL-095,Marshall County,Alabama,62.5,2.4,105,60.1,,
AL-097,Mobile County,Alabama,68.1,1.9,102,66.2,,
AL-099,Monroe County,Alabama,65.6,0.7,77,64.9,,
AL-101,Montgomery County,Alabama,65.2,1.1,86,64.1,,
AL-103,Morgan County,Alabama,62.4,2.3,99,60.1,,
AL-105,Perry County,Alabama,64.5,1.2,92,63.3,,
AL-107,Pickens County,Alabama,64.3,1.5,92,62.8,,
AL-109,Pike County,Alabama,64.8,0.4,76,64.4,,
AL-111,Randolph County,Alabama,62.7,2.5,110,60.2,,
AL-113,Russell County,Alabama,65.3,1.6,98,63.7,,
AL-115,St. Clair County,Alabama,62.8,2,97,60.8,,
AL-117,Shelby County,Alabama,63.3,1.6,95,61.7,,
AL-119,Sumter County,Alabama,65.9,2.1,104,63.8,,
AL-121,Talladega County,Alabama,62.8,1.3,91,61.5,,
AL-123,Tallapoosa County,Alabama,63.4,1.6,99,61.8,,
AL-125,Tuscaloosa County,Alabama,63.6,0.8,85,62.8,,
AL-127,Walker County,Alabama,62.3,1,85,61.3,,
AL-129,Washington County,Alabama,66.4,1.1,93,65.3,,
AL-131,Wilcox County,Alabama,65.6,1.2,91,64.4,,
AL-133,Winston County,Alabama,60.9,0.9,84,60,,
AZ-001,Apache County,Arizona,49.2,1.8,96,47.4,,
AZ-003,Cochise County,Arizona,58.5,0.2,61,58.3,,
AZ-005,Coconino County,Arizona,51.9,2.4,97,49.5,,
AZ-007,Gila County,Arizona,56.5,1.1,76,55.4,,
AZ-009,Graham County,Arizona,58.1,0.5,68,57.6,,
AZ-011,Greenlee County,Arizona,53.9,0.6,70,53.3,,
AZ-012,La Paz County,Arizona,69.3,1.5,77,67.8,,
AZ-013,Maricopa County,Arizona,67.8,1.5,81,66.3,,
AZ-015,Mohave County,Arizona,60.3,2,93,58.3,,
AZ-017,Navajo County,Arizona,51.1,2.1,98,49,,
AZ-019,Pima County,Arizona,64.1,0.4,62,63.7,,
AZ-021,Pinal County,Arizona,65.8,0.9,73,64.9,,
AZ-023,Santa Cruz County,Arizona,57.3,0,57,57.3,,
AZ-025,Yavapai County,Arizona,56.7,1.8,87,54.9,,
AZ-027,Yuma County,Arizona,69,0.7,69,68.3,,
AR-001,Arkansas County,Arkansas,65.5,3.2,112,62.3,,
AR-003,Ashley County,Arkansas,66.7,3.4,116,63.3,,
AR-005,Baxter County,Arkansas,60.9,3.6,111,57.3,,
AR-007,Benton County,Arkansas,60.5,3.1,110,57.4,,
AR-009,Boone County,Arkansas,60,3.2,108,56.8,,
AR-011,Bradley County,Arkansas,66.1,3.3,114,62.8,,
AR-013,Calhoun County,Arkansas,65.4,2.6,109,62.8,,
AR-015,Carroll County,Arkansas,59.7,2.9,108,56.8,,
AR-017,Chicot County,Arkansas,67,3.4,115,63.6,,
AR-019,Clark County,Arkansas,64.1,2,102,62.1,,
AR-021,Clay County,Arkansas,63,3.9,122,59.1,,
AR-023,Cleburne County,Arkansas,61.9,2.9,109,59,,
AR-025,Cleveland County,Arkansas,65,2.6,108,62.4,,
AR-027,Columbia County,Arkansas,66.2,3,112,63.2,,
AR-029,Conway County,Arkansas,62.3,2,95,60.3,,
AR-031,Craighead County,Arkansas,63.2,3.5,115,59.7,,
AR-033,Crawford County,Arkansas,62,2.6,105,59.4,,
AR-035,Crittenden County,Arkansas,64,2.6,103,61.4,,
AR-037,Cross County,Arkansas,63,2,96,61,,
AR-039,Dallas County,Arkansas,64.1,1.8,101,62.3,,
AR-041,Desha County,Arkansas,66.1,3.3,114,62.8,,
AR-043,Drew County,Arkansas,66.4,3.6,116,62.8,,
AR-045,Faulkner County,Arkansas,62.6,2,94,60.6,,
AR-047,Franklin County,Arkansas,61.8,2.4,105,59.4,,
AR-049,Fulton County,Arkansas,61.5,4.5,121,57,,
AR-051,Garland County,Arkansas,63,2.2,103,60.8,,
AR-053,Grant County,Arkansas,64.1,1.9,99,62.2,,
AR-055,Greene County,Arkansas,63.1,3.8,119,59.3,,
AR-057,Hempstead County,Arkansas,64.6,2.2,107,62.4,,
AR-059,Hot Spring County,Arkansas,63.6,1.8,101,61.8,,
AR-061,Howard County,Arkansas,63.4,2.3,106,61.1,,
AR-063,Independence County,Arkansas,61.7,2.7,107,59,,
AR-065,Izard County,Arkansas,61.4,3.7,115,57.7,,
AR-067,Jackson County,Arkansas,62,2.2,99,59.8,,
AR-069,Jefferson County,Arkansas,64.8,2.5,104,62.3,,
AR-071,Johnson County,Arkansas,61.2,2.5,107,58.7,,
AR-073,Lafayette County,Arkansas,66.2,3,110,63.2,,
AR-075,Lawrence County,Arkansas,62.2,3.2,111,59,,
AR-077,Lee County,Arkansas,64.6,3,109,61.6,,
AR-079,Lincoln County,Arkansas,65.8,3.3,115,62.5,,
AR-081,Little River County,Arkansas,64.8,2.5,108,62.3,,
AR-083,Logan County,Arkansas,62.6,2.4,106,60.2,,
AR-085,Lonoke County,Arkansas,64.1,2.4,102,61.7,,
AR-087,Madison County,Arkansas,59.6,3.1,110,56.5,,
AR-089,Marion County,Arkansas,60.4,3.2,109,57.2,,
AR-091,Miller County,Arkansas,66,2.8,109,63.2,,
AR-093,Mississippi County,Arkansas,64.5,4.2,120,60.3,,
AR-095,Monroe County,Arkansas,65.2,3.4,113,61.8,,
AR-097,Montgomery County,Arkansas,62.8,2.7,110,60.1,,
AR-099,Nevada County,Arkansas,64.8,2.2,105,62.6,,
AR-101,Newton County,Arkansas,59.2,2.8,108,56.4,,
AR-103,Ouachita County,Arkansas,65,2,101,63,,
AR-105,Perry County,Arkansas,62.8,2,94,60.8,,
AR-107,Phillips County,Arkansas,65.2,3.2,111,62,,
AR-109,Pike County,Arkansas,63.4,2.4,108,61,,
AR-111,Poinsett County,Arkansas,63,2.7,106,60.3,,
AR-113,Polk County,Arkansas,61.6,2.3,105,59.3,,
AR-115,Pope County,Arkansas,61.7,2.5,108,59.2,,
AR-117,Prairie County,Arkansas,64.9,3.2,113,61.7,,
AR-119,Pulaski County,Arkansas,63.6,2,100,61.6,,
AR-121,Randolph County,Arkansas,62.3,3.9,120,58.4,,
AR-123,St. Francis County,Arkansas,63.9,2.5,102,61.4,,
AR-125,Saline County,Arkansas,63,1.7,95,61.3,,
AR-127,Scott County,Arkansas,62.4,2.6,110,59.8,,
AR-129,Searcy County,Arkansas,60,2.9,109,57.1,,
AR-131,Sebastian County,Arkansas,63.3,2.9,110,60.4,,
AR-133,Sevier County,Arkansas,64,2.5,107,61.5,,
AR-135,Sharp County,Arkansas,61.6,3.8,116,57.8,,
AR-137,Stone County,Arkansas,61.2,3.3,112,57.9,,
AR-139,Union County,Arkansas,66.4,3.2,112,63.2,,
AR-141,Van Buren County,Arkansas,60.8,2.4,102,58.4,,
AR-143,Washington County,Arkansas,60.7,3.3,113,57.4,,
AR-145,White County,Arkansas,63.1,2.7,105,60.4,,
AR-147,Woodruff County,Arkansas,63.4,2.5,102,60.9,,
AR-149,Yell County,Arkansas,63,2.4,105,60.6,,
CA-001,Alameda County,California,57,1.8,99,55.2,,
CA-003,Alpine County,California,41,2.3,97,38.7,,
CA-005,Amador County,California,54.6,1.4,90,53.2,,
CA-007,Butte County,California,57,1.4,86,55.6,,
CA-009,Calaveras County,California,54.6,1.1,83,53.5,,
CA-011,Colusa County,California,58.8,1.5,86,57.3,,
CA-013,Contra Costa County,California,58.3,1.6,94,56.7,,
CA-015,Del Norte County,California,48.7,1.7,100,47,,
CA-017,El Dorado County,California,50.3,1.6,89,48.7,,
CA-019,Fresno County,California,52.2,1.5,86,50.7,,
CA-021,Glenn County,California,56.9,1.3,86,55.6,,
CA-023,Humboldt County,California,50.6,0.9,82,49.7,,
CA-025,Imperial County,California,70.8,1,77,69.8,,
CA-027,Inyo County,California,58.5,1.8,86,56.7,,
CA-029,Kern County,California,58.9,1.9,88,57,,
CA-031,Kings County,California,61.6,1.2,86,60.4,,
CA-033,Lake County,California,53.6,2,100,51.6,,
CA-035,Lassen County,California,43.5,0.7,77,42.8,,
CA-037,Los Angeles County,California,57,0.9,72,56.1,,
CA-039,Madera County,California,53.2,1.7,91,51.5,,
CA-041,Marin County,California,54.4,1.5,99,52.9,,
CA-043,Mariposa County,California,51.5,1.2,84,50.3,,
CA-045,Mendocino County,California,53.2,2.4,105,50.8,,
CA-047,Merced County,California,59.4,0.6,80,58.8,,
CA-049,Modoc County,California,43.2,0.8,78,42.4,,
CA-051,Mono County,California,41.8,2.4,94,39.4,,
CA-053,Monterey County,California,55,1.2,85,53.8,,
CA-055,Napa County,California,56.6,1.5,91,55.1,,
CA-057,Nevada County,California,48.6,1,80,47.6,,
CA-059,Orange County,California,59.7,0.4,66,59.3,,
CA-061,Placer County,California,50.2,1.2,87,49,,
CA-063,Plumas County,California,44.7,1.5,87,43.2,,
CA-065,Riverside County,California,65.1,1.4,77,63.7,,
CA-067,Sacramento County,California,60.4,1.3,91,59.1,,
CA-069,San Benito County,California,54.7,1.4,90,53.4,,
CA-071,San Bernardino County,California,63.6,1.2,79,62.4,,
CA-073,San Diego County,California,58,0.5,67,57.5,,
CA-075,San Francisco County,California,55.6,1.2,94,54.4,,
CA-077,San Joaquin County,California,60.4,1.5,94,58.9,,
CA-079,San Luis Obispo County,California,55.2,0.9,75,54.3,,
CA-081,San Mateo County,California,54.7,1.6,101,53.1,,
CA-083,Santa Barbara County,California,54.6,2,96,52.6,,
CA-085,Santa Clara County,California,55.4,2,103,53.4,,
CA-087,Santa Cruz County,California,55.7,2.7,112,53,,
CA-089,Shasta County,California,52.8,2.1,92,50.7,,
CA-091,Sierra County,California,43.8,1.3,82,42.5,,
CA-093,Siskiyou County,California,45.6,1.7,90,43.9,,
CA-095,Solano County,California,59.5,1.6,94,57.9,,
CA-097,Sonoma County,California,55.2,1.9,105,53.3,,
CA-099,Stanislaus County,California,58.5,0.5,76,58,,
CA-101,Sutter County,California,61.1,1.4,85,59.7,,
CA-103,Tehama County,California,55.4,1.6,89,53.8,,
CA-105,Trinity County,California,49.1,1.7,85,47.4,,
CA-107,Tulare County,California,50.9,1.6,88,49.3,,
CA-109,Tuolumne County,California,46.4,1.4,85,45,,
CA-111,Ventura County,California,53.8,2.2,96,51.6,,
CA-113,Yolo County,California,60,1.6,90,58.4,,
CA-115,Yuba County,California,57.8,1,79,56.8,,
CO-001,Adams County,Colorado,49.3,2.9,105,46.4,,
CO-003,Alamosa County,Colorado,44,2.8,108,41.2,,
CO-005,Arapahoe County,Colorado,48.7,2.9,107,45.8,,
CO-007,Archuleta County,Colorado,43,2.6,108,40.4,,
CO-009,Baca County,Colorado,54.6,3,108,51.6,,
CO-011,Bent County,Colorado,54.6,3.1,108,51.5,,
CO-013,Boulder County,Colorado,43.2,2.4,105,40.8,,
CO-014,Broomfield County,Colorado,50,2.8,105,47.2,,
CO-015,Chaffee County,Colorado,37.7,2.9,111,34.8,,
CO-017,Cheyenne County,Colorado,51.9,3.1,103,48.8,,
CO-019,Clear Creek County,Colorado,35.5,2.5,105,33,,
CO-021,Conejos County,Colorado,40.1,2.4,108,37.7,,
CO-023,Costilla County,Colorado,42.1,3,113,39.1,,
CO-025,Crowley County,Colorado,52.8,3.6,114,49.2,,
CO-027,Custer County,Colorado,40.9,3.1,114,37.8,,
CO-029,Delta County,Colorado,47.4,3.9,117,43.5,,
CO-031,Denver County,Colorado,50.4,3.3,114,47.1,,
CO-033,Dolores County,Colorado,42.1,3.2,109,38.9,,
CO-035,Douglas County,Colorado,46.2,2.8,111,43.4,,
CO-037,Eagle County,Colorado,39.2,2.9,111,36.3,,
CO-039,Elbert County,Colorado,47.4,3.1,113,44.3,,
CO-041,El Paso County,Colorado,47.7,3.3,116,44.4,,
CO-043,Fremont County,Colorado,44.9,2.6,108,42.3,,
CO-045,Garfield County,Colorado,43.3,3.5,113,39.8,,
CO-047,Gilpin County,Colorado,37.1,2.3,103,34.8,,
CO-049,Grand County,Colorado,36.8,2.8,105,34,,
CO-051,Gunnison County,Colorado,38,3.1,110,34.9,,
CO-053,Hinsdale County,Colorado,34.4,3,107,31.4,,
CO-055,Huerfano County,Colorado,46.1,2.8,110,43.3,,
CO-057,Jackson County,Colorado,36,2.7,101,33.3,,
CO-059,Jefferson County,Colorado,44.6,2.4,106,42.2,,
CO-061,Kiowa County,Colorado,53.3,3,104,50.3,,
CO-063,Kit Carson County,Colorado,50.9,2.9,102,48,,
CO-065,Lake County,Colorado,33.3,2.4,104,30.9,,
CO-067,La Plata County,Colorado,43.9,3,112,40.9,,
CO-069,Larimer County,Colorado,41.1,3.3,112,37.8,,
CO-071,Las Animas County,Colorado,50.8,2.8,107,48,,
CO-073,Lincoln County,Colorado,49.6,2.9,108,46.7,,
CO-075,Logan County,Colorado,49.7,2.6,104,47.1,,
CO-077,Mesa County,Colorado,48.2,4.5,119,43.7,,
CO-079,Mineral County,Colorado,35.6,2.7,108,32.9,,
CO-081,Moffat County,Colorado,44.1,3.2,108,40.9,,
CO-083,Montezuma County,Colorado,47.8,2.7,110,45.1,,
CO-085,Montrose County,Colorado,47.6,3.8,114,43.8,,
CO-087,Morgan County,Colorado,49,2.6,98,46.4,,
CO-089,Otero County,Colorado,54,3.3,113,50.7,,
CO-091,Ouray County,Colorado,40.9,3.9,115,37,,
CO-093,Park County,Colorado,37.3,2.5,111,34.8,,
CO-095,Phillips County,Colorado,50.6,3.3,110,47.3,,
CO-097,Pitkin County,Colorado,37.2,3,110,34.2,,
CO-099,Prowers County,Colorado,54.8,3,108,51.8,,
CO-101,Pueblo County,Colorado,52.3,3.2,114,49.1,,
CO-103,Rio Blanco County,Colorado,43.6,2.9,105,40.7,,
CO-105,Rio Grande County,Colorado,40.2,3.1,112,37.1,,
CO-107,Routt County,Colorado,40,3.3,107,36.7,,
CO-109,Saguache County,Colorado,39.9,3.3,115,36.6,,
CO-111,San Juan County,Colorado,33.7,4.1,114,29.6,,
CO-113,San Miguel County,Colorado,43.9,3.4,110,40.5,,
CO-115,Sedgwick County,Colorado,50.7,3.2,109,47.5,,
CO-117,Summit County,Colorado,34.8,2.7,110,32.1,,
CO-119,Teller County,Colorado,39.1,2.5,108,36.6,,
CO-121,Washington County,Colorado,48.8,2.1,93,46.7,,
CO-123,Weld County,Colorado,48.5,2.9,107,45.6,,
CO-125,Yuma County,Colorado,51.1,3,103,48.1,,
CT-001,Fairfield County,Connecticut,50.4,3.2,113,47.2,,
CT-003,Hartford County,Connecticut,49.1,2.5,101,46.6,,
CT-005,Litchfield County,Connecticut,47.1,2.7,97,44.4,,
CT-007,Middlesex County,Connecticut,48.8,2.3,99,46.5,,
CT-009,New Haven County,Connecticut,49.2,2.6,103,46.6,,
CT-011,New London County,Connecticut,48.4,2.4,98,46,,
CT-013,Tolland County,Connecticut,47.7,2.1,96,45.6,,
CT-015,Windham County,Connecticut,47.5,1.9,92,45.6,,
DE-001,Kent County,Delaware,55.8,3.8,117,52,,
DE-003,New Castle County,Delaware,54.9,3.5,116,51.4,,
DE-005,Sussex County,Delaware,56.2,3.9,117,52.3,,
FL-001,Alachua County,Florida,67.8,-0.2,57,68,,
FL-003,Baker County,Florida,67.4,0.6,82,66.8,,
FL-005,Bay County,Florida,67.4,0.6,83,66.8,,
FL-007,Bradford County,Florida,67.7,0.3,72,67.4,,
FL-009,Brevard County,Florida,71.2,0.8,77,70.4,,
FL-011,Broward County,Florida,74.6,1.8,97,72.8,,
FL-013,Calhoun County,Florida,67.1,0.6,81,66.5,,
FL-015,Charlotte County,Florida,73.3,1.4,89,71.9,,
FL-017,Citrus County,Florida,70.2,1.1,86,69.1,,
FL-019,Clay County,Florida,68.4,1,87,67.4,,
FL-021,Collier County,Florida,74,1.4,96,72.6,,
FL-023,Columbia County,Florida,67.2,0.2,71,67,,
FL-027,DeSoto County,Florida,72.5,1.2,88,71.3,,
FL-029,Dixie County,Florida,68,0.8,89,67.2,,
FL-031,Duval County,Florida,68.5,1.6,98,66.9,,
FL-033,Escambia County,Florida,67.7,1.2,97,66.5,,
FL-035,Flagler County,Florida,69.4,1.1,86,68.3,,
FL-037,Franklin County,Florida,67.2,0.2,75,67,,
FL-039,Gadsden County,Florida,67,0.7,78,66.3,,
FL-041,Gilchrist County,Florida,67.6,0.3,73,67.3,,
FL-043,Glades County,Florida,72.8,1.2,87,71.6,,
FL-045,Gulf County,Florida,66.9,0.3,76,66.6,,
FL-047,Hamilton County,Florida,66.9,0.2,74,66.7,,
FL-049,Hardee County,Florida,72.3,1.5,91,70.8,,
FL-051,Hendry County,Florida,73.4,1.4,91,72,,
FL-053,Hernando County,Florida,70.8,1.6,93,69.2,,
FL-055,Highlands County,Florida,72.3,1.2,90,71.1,,
FL-057,Hillsborough County,Florida,72.3,2,98,70.3,,
FL-059,Holmes County,Florida,66.8,0.6,79,66.2,,
FL-061,Indian River County,Florida,71.6,1.2,88,70.4,,
FL-063,Jackson County,Florida,67.4,0.7,84,66.7,,
FL-065,Jefferson County,Florida,67.1,0.6,78,66.5,,
FL-067,Lafayette County,Florida,67.4,0.5,77,66.9,,
FL-069,Lake County,Florida,70.6,1,85,69.6,,
FL-071,Lee County,Florida,73.9,1.5,94,72.4,,
FL-073,Leon County,Florida,67.1,0.7,77,66.4,,
FL-075,Levy County,Florida,68.4,0.5,78,67.9,,
FL-077,Liberty County,Florida,67,0.6,79,66.4,,
FL-079,Madison County,Florida,67,0.5,77,66.5,,
FL-081,Manatee County,Florida,72.4,1.7,97,70.7,,
FL-083,Marion County,Florida,69.3,0.5,79,68.8,,
FL-085,Martin County,Florida,73.6,1.9,96,71.7,,
FL-086,Miami-Dade County,Florida,74.8,1.7,97,73.1,,
FL-087,Monroe County,Florida,75.2,1.5,95,73.7,,
FL-089,Nassau County,Florida,68,1.5,97,66.5,,
FL-091,Okaloosa County,Florida,66.8,0.8,81,66,,
FL-093,Okeechobee County,Florida,72.1,1.2,88,70.9,,
FL-095,Orange County,Florida,71.4,1,85,70.4,,
FL-097,Osceola County,Florida,71.7,1.1,85,70.6,,
FL-099,Palm Beach County,Florida,74.1,1.9,99,72.2,,
FL-101,Pasco County,Florida,71.3,1.8,96,69.5,,
FL-103,Pinellas County,Florida,72.6,1.8,97,70.8,,
FL-105,Polk County,Florida,72.3,1.6,90,70.7,,
FL-107,Putnam County,Florida,69,0.8,84,68.2,,
FL-109,St. Johns County,Florida,69.2,1.7,99,67.5,,
FL-111,St. Lucie County,Florida,72.4,1.2,87,71.2,,
FL-113,Santa Rosa County,Florida,67.4,1,93,66.4,,
FL-115,Sarasota County,Florida,73,1.7,99,71.3,,
FL-117,Seminole County,Florida,70.9,0.8,81,70.1,,
FL-119,Sumter County,Florida,70.5,1.1,88,69.4,,
FL-121,Suwannee County,Florida,67.2,0.3,74,66.9,,
FL-123,Taylor County,Florida,67.6,0.6,79,67,,
FL-125,Union County,Florida,67.4,0.2,65,67.2,,
FL-127,Volusia County,Florida,70,0.7,76,69.3,,
FL-129,Wakulla County,Florida,67.4,0.6,78,66.8,,
FL-131,Walton County,Florida,66.8,0.8,83,66,,
FL-133,Washington County,Florida,67,0.4,78,66.6,,
GA-001,Appling County,Georgia,66.9,1.3,93,65.6,,
GA-003,Atkinson County,Georgia,66.6,0.9,90,65.7,,
GA-005,Bacon County,Georgia,67,1.3,97,65.7,,
GA-007,Baker County,Georgia,66.5,0.5,79,66,,
GA-009,Baldwin County,Georgia,64.9,1.9,103,63,,
GA-011,Banks County,Georgia,62.6,2.7,112,59.9,,
GA-013,Barrow County,Georgia,63,3,115,60,,
GA-015,Bartow County,Georgia,62.1,2.1,100,60,,
GA-017,Ben Hill County,Georgia,65.9,0.9,88,65,,
GA-019,Berrien County,Georgia,66.1,0.7,81,65.5,,
GA-021,Bibb County,Georgia,64.5,1.3,92,63.2,,
GA-023,Bleckley County,Georgia,65.5,1.3,90,64.2,,
GA-025,Brantley County,Georgia,67.2,1.6,100,65.6,,
GA-027,Brooks County,Georgia,66.3,0.5,79,65.8,,
GA-029,Bryan County,Georgia,67.2,1.8,102,65.4,,
GA-031,Bulloch County,Georgia,66.5,1.8,103,64.7,,
GA-033,Burke County,Georgia,65.2,2,103,63.2,,
GA-035,Butts County,Georgia,64.2,2.7,108,61.5,,
GA-037,Calhoun County,Georgia,66.2,0.7,81,65.5,,
GA-039,Camden County,Georgia,67.8,1.7,100,66.1,,
GA-043,Candler County,Georgia,66.4,1.6,101,64.8,,
GA-045,Carroll County,Georgia,62.6,3.1,114,59.5,,
GA-047,Catoosa County,Georgia,61.9,2.8,110,59.1,,
GA-049,Charlton County,Georgia,67.6,1.4,94,66.2,,
GA-051,Chatham County,Georgia,67.6,2.4,113,65.2,,
GA-053,Chattahoochee County,Georgia,65.5,1.8,101,63.7,,
GA-055,Chattooga County,Georgia,61.7,2,95,59.7,,
GA-057,Cherokee County,Georgia,61.3,2.2,100,59.1,,
GA-059,Clarke County,Georgia,63.9,3.4,119,60.5,,
GA-061,Clay County,Georgia,65.9,0.8,82,65.1,,
GA-063,Clayton County,Georgia,63.9,3.3,114,60.6,,
GA-065,Clinch County,Georgia,66.9,0.7,84,66.2,,
GA-067,Cobb County,Georgia,62.4,2.7,108,59.7,,
GA-069,Coffee County,Georgia,66.4,1,93,65.4,,
GA-071,Colquitt County,Georgia,65.8,0.4,78,65.4,,
GA-073,Columbia County,Georgia,64.8,2.5,109,62.3,,
GA-075,Cook County,Georgia,66,0.5,80,65.5,,
GA-077,Coweta County,Georgia,64.1,3.4,115,60.7,,
GA-079,Crawford County,Georgia,64.5,1.5,94,63,,
GA-081,Crisp County,Georgia,65.4,1.1,86,64.3,,
GA-083,Dade County,Georgia,61.1,2.5,105,58.6,,
GA-085,Dawson County,Georgia,60,2,100,58,,
GA-087,Decatur County,Georgia,67,0.7,82,66.3,,
GA-089,DeKalb County,Georgia,63.1,3.1,111,60,,
GA-091,Dodge County,Georgia,65.8,1.2,90,64.6,,
GA-093,Dooly County,Georgia,65.3,1.2,89,64.1,,
GA-095,Dougherty County,Georgia,66.2,0.6,80,65.6,,
GA-097,Douglas County,Georgia,62.9,3.2,114,59.7,,
GA-099,Early County,Georgia,66.5,0.6,81,65.9,,
GA-101,Echols County,Georgia,66.7,0.3,76,66.4,,
GA-103,Effingham County,Georgia,67.1,2.5,112,64.6,,
GA-105,Elbert County,Georgia,64.6,4.1,124,60.5,,
GA-107,Emanuel County,Georgia,66.1,1.8,102,64.3,,
GA-109,Evans County,Georgia,66.8,1.4,93,65.4,,
GA-111,Fannin County,Georgia,57.8,1.9,96,55.9,,
GA-113,Fayette County,Georgia,64.2,3.4,114,60.8,,
GA-115,Floyd County,Georgia,62.4,2.2,102,60.2,,
GA-117,Forsyth County,Georgia,61.2,2.4,103,58.8,,
GA-119,Franklin County,Georgia,62.9,2.9,116,60,,
GA-121,Fulton County,Georgia,63,3.2,113,59.8,,
GA-123,Gilmer County,Georgia,58.7,1.9,98,56.8,,
GA-125,Glascock County,Georgia,64.8,2.2,106,62.6,,
GA-127,Glynn County,Georgia,67.8,1.7,102,66.1,,
GA-129,Gordon County,Georgia,61.9,2.1,101,59.8,,
GA-131,Grady County,Georgia,66.6,0.6,79,66,,
GA-133,Greene County,Georgia,64.7,3.3,116,61.4,,
GA-135,Gwinnett County,Georgia,62.4,2.8,111,59.6,,
GA-137,Habersham County,Georgia,60.6,2.4,105,58.2,,
GA-139,Hall County,Georgia,61.6,2.5,106,59.1,,
GA-141,Hancock County,Georgia,64.8,2.4,106,62.4,,
GA-143,Haralson County,Georgia,61.8,2.7,109,59.1,,
GA-145,Harris County,Georgia,64.4,2.3,106,62.1,,
GA-147,Hart County,Georgia,63.2,3.3,118,59.9,,
GA-149,Heard County,Georgia,63.6,3,113,60.6,,
GA-151,Henry County,Georgia,64,2.9,112,61.1,,
GA-153,Houston County,Georgia,65.1,1.2,90,63.9,,
GA-155,Irwin County,Georgia,65.9,0.9,87,65,,
GA-157,Jackson County,Georgia,63.1,3,117,60.1,,
GA-159,Jasper County,Georgia,64,2.5,108,61.5,,
GA-161,Jeff Davis County,Georgia,66.5,1.2,93,65.3,,
GA-163,Jefferson County,Georgia,65.2,2.2,103,63,,
GA-165,Jenkins County,Georgia,65.6,1.9,105,63.7,,
GA-167,Johnson County,Georgia,66,2.1,103,63.9,,
GA-169,Jones County,Georgia,64.3,1.7,98,62.6,,
GA-171,Lamar County,Georgia,64.2,2.4,107,61.8,,
GA-173,Lanier County,Georgia,66.3,0.6,82,65.8,,
GA-175,Laurens County,Georgia,66.1,1.7,100,64.4,,
GA-177,Lee County,Georgia,65.8,0.8,78,65,,
GA-179,Liberty County,Georgia,67.3,1.7,101,65.6,,
GA-181,Lincoln County,Georgia,65.1,3.5,120,61.6,,
GA-183,Long County,Georgia,67.3,1.5,96,65.8,,
